INFO SLIDE (IF APPLICABLE),MOTION,,,Topics,,,,,,,
,TH opposes research into the genetics of sexual orientation (e.g. the search for a “gay gene”),,,,,,,,,,
,This house supports democratic governments using social disgust as a grounds for restricting public speech or display.,,,,,,,,,,
,THW allow mental health charities to sue media outlets for defamation of people with mental illness,,,,,,,,,,
"Cabinet Collective Responsibility holds that all members of a cabinet are obligated to publically support all acts of government, even if they personally object to them. In order to oppose a policy of the government, the cabinet member must resign.",TH Supports Cabinet Collective Responsilbity,,,,,,,,,,
The Goldwater Rule is a self-imposed ethical guideline by the American Psychiatric Association that prohibits members of the APA from publically opining on the mental health of public figures they have not personally examined or received consent to comment on.,THB the American Psyciatric Association should abandon the Goldwater Rule,,,,,,,,,,
"Info slide: You are an anti-death penalty psychiatrist of a schizophrenic inmate on death row. If you prescribe drugs for the treatment of schizophrenia, your patient will regain their sanity and will be legally competent to be executed. ",THW not prescribe the medication,,,,,,,,,,
,"Assuming the technology exists, TH prefers the significant automation of the justice system",,,,,,,,,,
,THBT the historically oppressed indigenous minorities should embrace and promote inaccurate but positive myths or beliefs about their culture,,,,,,,,,,
,THBT Palestine should aggressively encourage the establishment of Israeli companies within Palestinian territories,,,,,,,,,,
,THBT choice feminism has done more harm than good to feminist discourse,,,,,,,,,,
,"THBT the European Union should unconditionally accept as members, new states created as a result of secession from existing member states (eg Scotland, Catalonia)",,,,,,,,,,
,THR the dominant influence of economics/economists in designing public policy,,,,,,,,,,
,That we should prefer to live in a universe of karma to one where God’s grace can save all sinners,,,,,,,,,,
,That we should regret the glorification of material wealth in hip hop music,,,,,,,,,,
,"THBT the Left should focus on using class as its central organising principle, rather than other aspects of identity",,,,,,,,,,
,THS the childhood idolization of athletes,,,,,,,,,,
,THS a culture where political figures are expected to sue journalists who publish politically damaging information about the figure.,,,,,,,,,,
,THB the Nobel Peace Prize should only be awarded posthumously ,,,,,,,,,,
,"THW ban employers from firing employees for political or speech acts (e.g., marching in white supremacist protests, Antifa protests)",,,,,,,,,,
,"THB that constituent identity groups within social movements (e.g. cis women within the feminist movement, affluent immigrants who identify with immigrant advocacy movements) are not obligated to prioritize advocacy for other subgroups within the movement.",,,,,,,,,,
,"As a reader, THW not seek to discover the personal background of an author who chooses to separate their identity from their work (e.g. use a pseudonym or remain reclusive)",,,,,,,,,,
"(Info Slide: In corporate organization theory, ""fissuring"" - the splitting off of functions that were once managed internally (e.g. janitorial services, office maintenance, and other shared services) - has become extremely common. For example, three decades ago, most janitors were employed by large firms, but now they are employed by janitorial services companies (like ABM) and are subcontracted to do work.)",THR the fissuring of the workplace ,,,,,,,,,,
,THW Ban all forms of religious proselytization and faith-based rehabilitation programs in prisons ,,,,,,,,,,
"For the purposes of the debate, a ""social credit system"" refers to a system which assigns a rating to every citizen based on government data regarding their economic history (e.g. paying taxes, paying debts) and social behavior. Ratings impact one's ability to carry out economic transactions, such as seeking employment, renting or buying property.","THS the existence of a ""social credit system""",,,,,,,,,,
"blind voting = instead of voting for candidates, voters cast their votes for various policies and a candidate is matched to them based on their preferences",THW implement blind voting for general elections,,,,,,,,,,
